new/used,name,milage,price,id,drive mode,fuel consumption,fuel type,accident history,clean title,one owner?,personal use,factory recall
,,,,361cbfec-2edb-49fe-b9ff-515304401806,,,,,,,,
Chevrolet Certified,2023 Chevrolet Equinox ," 6,137 mi.","$27,999",596ddf90-e614-481c-a069-0273fcb22d45,–,– ,– ,None reported,,Yes,Yes,
GMC Certified,2021 GMC Sierra 1500 ," 36,323 mi.","$47,999",c63c5e29-423d-4903-b6ac-d3269f8e4ea2,–,– ,– ,None reported,,No,No,
Chevrolet Certified,2022 Chevrolet Malibu ," 36,080 mi.","$21,999",c4ac8bee-1f0e-46f2-8401-2541a1e2abb1,–,– ,– ,None reported,,No,No,
Chrysler Certified,2022 Chrysler Pacifica Limited," 51,239 mi.","$38,625",f9f052ad-2926-4c83-ab13-b2b8b3427619,–,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,
Jeep Certified,2020 Jeep Grand Cherokee Limited X 4X4," 32,461 mi.","$36,625",468616c1-0623-487e-858b-885877ee6876,–,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Jeep Certified,2018 Jeep Compass Limited 4x4," 86,686 mi.","$19,488",6882571e-d55b-4c26-88d0-330c7c6cae95,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
RAM Certified,2020 RAM 1500 Big Horn Crew Cab 4x4 5'7' Box," 73,702 mi.","$41,225",7628ebe3-36f6-477f-ac77-e693eb1a8e4e,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Jeep Certified,2020 Jeep Compass Latitude 4X4," 23,226 mi.","$26,275",7ab67fe7-1add-424d-ba84-06d17b82e5d0,–,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
RAM Certified,2022 RAM 2500 Big Horn Crew Cab 4x4 6'4' Box," 26,854 mi.","$47,275",e84d6a22-6bac-4b13-9c4d-eaf157b68cf9,–,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,
RAM Certified,2019 RAM 1500 Big Horn/Lone Star Crew Cab 4x4 5'7' Box," 35,802 mi.","$35,275",ae2814da-72c5-422c-ab56-d00c257f5791,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Jeep Certified,2022 Jeep Renegade Limited 4x4," 14,759 mi.","$29,485",4cbca534-a47a-4be0-b7ba-5980c571185d,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
RAM Certified,2022 RAM 2500 Big Horn Crew Cab 4x4 6'4' Box," 43,562 mi.","$55,250",24769a31-6f72-4d8a-9107-78a011ad1f2d,–,Four-wheel Drive ,Diesel ,None reported,,Yes,No,At least 1 open recall reported
Jeep Certified,2020 Jeep Grand Cherokee Limited 4X4," 24,720 mi.","$37,750",bdfc36c8-86ae-4be5-bd47-bef487784edd,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Dodge Certified,2023 Dodge Durango GT Plus AWD," 18,473 mi.","$45,625",04f981f4-0c8e-437d-ada5-4f8409303c50,–,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Jeep Certified,2018 Jeep Wrangler Unlimited Sport S 4x4," 45,604 mi.","$36,900",130e993c-a65b-4e94-9d1a-b2d4e99a9d8a,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Jeep Certified,2022 Jeep Cherokee Trailhawk 4x4," 20,700 mi.","$34,875",04ec4792-f973-4f48-b05b-71d628ee192f,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
RAM Certified,2020 RAM 1500 Classic Tradesman Regular Cab 4x4 8' Box," 20,331 mi.","$29,375",8141cbb7-4348-49b4-b427-65ac25b9742a,–,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Jeep Certified,2021 Jeep Grand Cherokee L Overland 4x4," 41,896 mi.","$48,835",e9cb02d1-c265-4f17-8cdc-bd3d01f6ad40,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
RAM Certified,2018 RAM 2500 Tradesman Crew Cab 4x4 6'4' Box," 109,011 mi.",Not Priced,d77654b2-a68c-4890-8dd5-69d85dac57ff,–,Four-wheel Drive ,Diesel ,At least 1 accident or damage reported,,Yes,Yes,
Jeep Certified,2018 Jeep Compass Latitude 4x4," 80,882 mi.",Not Priced,9cb90855-ef2c-4223-b770-82899b756dcd,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
RAM Certified,2016 RAM 2500 Longhorn," 55,097 mi.",Not Priced,4cce121d-3658-4ab1-a93f-8b3674a9e1cb,–,Four-wheel Drive ,Diesel ,At least 1 accident or damage reported,,No,Yes,At least 1 open recall reported
RAM Certified,2020 RAM 1500 Big Horn Crew Cab 4x4 5'7' Box," 39,450 mi.",Not Priced,c53f0f34-2500-4086-b4ca-04042e84363c,–,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Toyota Certified,2022 Toyota RAV4 LE," 35,096 mi.","$31,988",d8719b4a-6544-4610-8c3a-112a13ffe39d,–,– ,Gasoline ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
Toyota Certified,2020 Toyota Tundra SR5," 25,713 mi.","$43,977",f198db99-9507-432a-9f2a-68ec1c43ec85,–,– ,Gasoline ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
Toyota Certified,2021 Toyota Tundra SR5," 21,568 mi.","$45,977",0e10bc50-e8da-47c1-874b-6e570ad0aaa1,–,– ,Gasoline ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
,,,,0a7789fb-1f20-43ec-9969-87efaf6d8411,,,,,,,,
Toyota Certified,2019 Toyota 4Runner Limited," 24,751 mi.","$43,977",8eab6611-65bf-4f7b-ab22-e41b2c8dd38a,–,– ,Gasoline ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
Toyota Certified,2021 Toyota Corolla Hybrid LE," 19,793 mi.","$25,988",a8fc087d-e9ac-4f6a-a501-846ed89e9abd,–,– ,B ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
Toyota Certified,2022 Toyota RAV4 Hybrid Limited," 8,834 mi.","$42,977",a561df24-5485-4de5-a5b4-4a5154ef8371,–,– ,B ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
Toyota Certified,2021 Toyota Sienna XLE," 26,315 mi.","$45,977",156c7555-ba38-450d-bb9c-9ca05c4fbece,–,– ,Gasoline ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
Toyota Certified,2020 Toyota Tundra SR5," 31,050 mi.","$43,977",ab226a8a-11bc-4771-81b2-e5c92efc32ac,–,– ,Gasoline ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
,,,,ac461a4d-5095-449e-bd41-447f58065f2f,,,,,,,,
Toyota Certified,2022 Toyota Corolla LE," 39,246 mi.","$24,977",a57549c9-3206-4ef2-8e54-5878e22df524,–,– ,Gasoline ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
Used,2023 Mercedes-Benz GLE 450 4MATIC," 9,719 mi.","$74,870",bb6e6e46-9d7e-43b5-86e6-3799a9e6f53d,20–25,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 INFINITI QX50 Base," 31,290 mi.","$21,773",24517f41-398a-458a-b5c7-14c13df73cb2,17–24,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2016 Jeep Wrangler Unlimited Sport," 55,231 mi.","$27,990",c3f7de0e-3df4-4d8f-b730-3dffa95e1869,16–21,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Mercedes-Benz GLE 450 Base," 22,245 mi.","$48,360",37338aaa-d746-4c97-8a7e-7f0c7bad68a3,19–24,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2016 Jeep Wrangler Unlimited Sahara," 101,692 mi.","$25,990",3e4fc010-1ba1-42d9-9f9e-d3e9d09bc6ba,16–21,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2018 Ford F-250 Lariat," 33,234 mi.","$48,595",bf98c9c7-287e-4c5e-ad33-a26dccc77f48,–,Four-wheel Drive ,E85 Flex Fuel ,None reported,,Yes,Yes,
Volvo Certified,2021 Volvo XC40 T5 Momentum," 33,830 mi.","$31,490",90fe06b6-0eb0-4586-9a2a-deab55301980,22–30,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Buick Enclave Essence," 39,744 mi.","$29,995",f32b801d-1410-4b76-b081-ee9d5f1a5453,17–25,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,Yes,
,,,,7a8af445-67ec-4c40-8f66-1f61e0d96a35,,,,,,,,
Used,2020 Hyundai Palisade SE," 36,789 mi.","$29,096",22f842d1-e4cc-4e6c-9313-b82b06ee9ee9,19–24,All-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2021 Ford Transit-250 Base," 26,988 mi.","$36,995",2bc7bd9d-7789-4e7d-bdf4-99e05ebda334,–,Rear-wheel Drive ,E85 Flex Fuel ,None reported,,Yes,No,
Used,2019 Subaru Crosstrek 2.0i Premium," 74,010 mi.","$19,995",70883fa6-3bbf-469d-b307-2f7bdb2f2022,27–33,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Honda HR-V LX," 34,120 mi.","$20,995",616b330a-cab7-4f81-8d26-2e2d7ff5959f,27–31,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2013 Ford Focus SE," 47,014 mi.","$9,203",d538ba25-bae4-4206-9e60-64940bf96f4f,26–36,Front-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2018 RAM 1500 Laramie," 57,285 mi.","$30,999",e9d25f8f-57fd-476b-8651-73b2ae085773,16–23,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2019 Ford F-250 Lariat," 71,097 mi.","$45,995",0f8e58d1-9950-4038-80b0-15acb1588f6a,–,Four-wheel Drive ,E85 Flex Fuel ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2021 Mazda CX-30 Select," 58,392 mi.","$21,295",eb1d9b5d-afb5-4f84-a8c8-1d7bbbb160fd,24–31,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2022 Ford Transit-250 Base," 19,586 mi.","$41,395",991707b9-65bb-4a02-9865-3cfe1a2bdf1a,–,Rear-wheel Drive ,E85 Flex Fuel ,None reported,,Yes,No,
Used,2017 Ford Explorer XLT," 49,956 mi.","$21,964",68ed35bd-4a4c-4b8f-b706-b5d79be9cd06,18–23,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,Yes,At least 1 open recall reported
Used,2021 Ford Transit-250 Base," 15,955 mi.","$39,889",ab31b9ec-acb3-4a20-a9da-6bce85e50707,–,Rear-wheel Drive ,E85 Flex Fuel ,None reported,,Yes,No,
Used,2019 GMC Acadia SLT-1," 94,456 mi.","$20,995",9bc2fd3b-e66d-4b26-aec6-b40e243c1ecb,17–25,All-wheel Drive ,Gasoline ,None reported,Yes,No,No,
Used,2019 Ford F-150 Lariat," 49,419 mi.","$39,869",d2ab771c-055c-4502-aa87-a5fc8a3f6168,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2018 Nissan Rogue SV," 43,300 mi.","$19,495",d097ef08-53bd-4ad6-aa97-2c70966c69f9,25–32,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Kia Sportage LX," 34,500 mi.","$18,888",43c3038e-db83-46b5-b1a3-316ff2e54b8b,22–26,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2022 Honda CR-V EX," 33,505 mi.","$27,589",1e966621-7db8-4526-ab56-15d4940caa15,27–32,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2013 Chevrolet Malibu 1LT," 122,603 mi.","$8,207",37e34922-a7d5-4f2e-ba69-d5e2f2b5e118,22–34,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,Yes,
Used,2014 Buick Encore Base," 65,463 mi.","$11,888",681638d7-41f9-4147-8769-75371f0ed67e,25–33,Front-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2020 Ford Explorer Limited," 39,381 mi.","$31,995",c1cf98b9-74d2-4c8e-9b7d-b6ca3a859ee7,20–27,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,At least 1 open recall reported
Used,2020 Ford Expedition Max Limited," 63,890 mi.","$42,995",ab23cc26-e9f9-4936-bb12-67309cc9218d,16–21,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,At least 1 open recall reported
Used,2017 Ford Explorer sport," 108,148 mi.","$20,338",6b0756ab-0a81-4048-8f75-b1db784bda70,16–22,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2022 Ford F-350 XL," 31,681 mi.","$48,495",b26a7e71-38f7-4fa9-ae46-d4478ae0e5cd,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,At least 1 open recall reported
,,,,9431e90e-b636-4f09-b224-950322f5f76d,,,,,,,,
,,,,7c6de366-9d36-4252-a18a-320585f97670,,,,,,,,
Used,2020 Jeep Compass Latitude," 20,985 mi.","$24,787",e209f68b-c894-4712-a829-e0bb7d09b732,22–31,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Hyundai Elantra Value Edition," 22,411 mi.","$18,566",7b85f045-8f00-4cf9-823a-efe4453706bd,30–40,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2023 GMC Terrain SLT," 20,410 mi.","$26,986",8801bf1f-ea84-44f3-a944-2be40e77b436,24–28,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2020 Nissan Rogue SV," 13,857 mi.","$23,995",dbc0aa5a-add3-4663-8dc5-ab2ff6e4b031,25–32,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Ford Explorer XLT," 40,108 mi.","$30,295",79df689b-486d-4987-9577-f8ac2f30cd0f,20–27,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Jeep Cherokee Limited," 43,600 mi.","$26,494",2ad4eee7-9fa7-4e0b-9c54-23017b41b09f,19–27,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Jeep Cherokee Latitude," 50,000 mi.","$20,985",e4e6900f-d596-4b52-8ac3-d9e27d5c6924,21–29,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2015 Ford Explorer Sport," 74,578 mi.","$20,533",79b48da9-e689-4e5c-8530-43b43d229c6b,16–22,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,Yes,At least 1 open recall reported
Used,2019 Jeep Cherokee Limited," 64,495 mi.","$22,113",6701162e-a681-4312-8755-58b7775e6799,19–27,Four-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2022 Nissan Frontier SV," 18,315 mi.","$31,995",c32fe8cf-cdcc-4bab-90fc-93a971f10e33,17–22,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2022 Nissan Frontier SV," 13,685 mi.","$32,695",fa464cac-f8eb-431e-a1cc-69bf5f9cfcfc,17–22,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2022 Ford Escape SEL," 44,080 mi.","$23,995",ddb12361-d38a-4942-b2c9-46ad1205e40c,23–31,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2018 Chevrolet Equinox 1LT," 62,670 mi.","$18,595",d6ef1291-9db3-4efc-a419-edb40d4a8aa7,24–30,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 Ford Escape SEL," 27,024 mi.","$23,795",15e35459-6174-49b0-8081-87f912d33ac8,26–31,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,Yes,
Used,2019 Jeep Cherokee Overland," 105,583 mi.","$20,888",1934bbb6-b173-4790-8d37-d37a851c602e,19–27,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2020 Lincoln MKZ Reserve," 23,830 mi.","$28,485",053a9f3e-25e8-46df-91df-d4b934e7f092,20–29,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Ford Ranger Lariat," 33,925 mi.","$30,995",27284299-367b-48a5-b070-beb11162dedf,20–24,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 Chevrolet Silverado 1500 RST," 58,556 mi.","$32,995",d57ca3d1-84ee-4fb2-872b-fa9a88235742,16–22,Four-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2020 Ford Ranger XLT," 30,125 mi.","$31,495",9aec3bc1-a9e6-47b9-97b7-a2e1687a92f7,20–24,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
,,,,b42c2cc8-a53f-47df-805d-35252c8ad509,,,,,,,,
Used,2020 Ford EcoSport SES," 25,816 mi.","$20,495",68418945-44d4-42e0-9d84-525e337deff9,23–29,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Chevrolet Colorado LT," 126,309 mi.","$22,888",70f5d6c7-0cd7-46e4-ab9f-da89b10af261,17–24,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2020 Volkswagen Tiguan 2.0T SE," 14,531 mi.","$24,695",ab4d7c9a-4e91-48a6-a8c5-a5b29fb4b6fd,20–27,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Subaru Outback 2.5i Premium," 108,521 mi.","$17,152",9dcde2a4-27c9-4630-ab66-3705c3eac17f,25–32,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,Yes,
Used,2020 Ford F-150 XLT," 43,110 mi.","$36,995",6cd07bca-86e6-415e-bb99-922a5fbb7cf3,–,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2020 Ford F-150 Lariat," 38,210 mi.","$41,395",2247beb7-1a56-49ed-8b31-9aaec7ae570c,–,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2019 Kia Sorento S," 61,779 mi.","$20,395",1d181e55-b48b-4cb4-bfd9-ede6997b3246,19–24,All-wheel Drive ,Gasoline ,None reported,,No,No,At least 1 open recall reported
Used,2020 Ford Fusion Energi Titanium," 50,381 mi.","$19,395",4b37d492-bf4f-41d9-b342-b97289e1b403,–,Front-wheel Drive ,Hybrid ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2019 Toyota Tacoma TRD Off Road," 38,209 mi.","$33,975",937f72d3-a3db-4bef-be78-6e780e1e1deb,18–22,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2018 Jeep Renegade Altitude," 105,204 mi.","$11,652",3e7f5ec8-d79a-41f2-b4ba-6b8f9fa9abb8,24–31,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,No,
Used,2019 Ford Expedition Limited," 58,306 mi.","$40,895",c7d1f754-ca7e-451e-bb3e-90a719437c68,17–22,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Ford F-150 XLT," 53,553 mi.","$35,795",a1eab6f3-57bf-49d9-b71e-7402e61bab5a,18–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
,,,,07760955-76d3-4cd1-b93c-9b5245d96c0b,,,,,,,,
Used,2020 Ford F-150 XL," 33,935 mi.","$34,995",d474c6eb-992a-4e79-8b65-57067133dccd,18–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Ford F-150 Lariat," 34,750 mi.","$34,995",3bdcffed-f8ce-4e41-b217-039563275bac,–,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2023 Kia Sportage X-Line," 34,500 mi.","$29,475",b213872b-2458-424e-b1f0-8ccbe5772f88,23–28,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Ford F-150 XL," 5,705 mi.","$40,295",02d1d0b8-99c7-477a-b559-f43e1f6fd218,19–22,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Lexus LS 500 Base," 46,000 mi.","$44,795",793a3c32-5974-49c1-8c60-aca96ec9f604,18–27,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2023 Honda Ridgeline Black Edition," 15,712 mi.","$39,695",8fe8b750-7bca-4746-b203-7bd5f7f4a5e4,18–24,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Ford Expedition XLT," 76,557 mi.","$34,122",792503ad-cd32-4ab9-bb40-84b00b18a2ec,17–22,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2021 Toyota Tacoma TRD Sport," 33,000 mi.","$34,995",02b1923c-af8c-411a-b5c3-99908bcd7fe1,17–20,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Ford Escape SE," 56,336 mi.","$21,895",5a2023c3-7ab7-4662-8745-3cff69664977,26–31,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,
Used,2022 Toyota Tacoma TRD Off Road," 33,230 mi.","$34,995",568bdbd8-1d3f-4989-b5e1-d889f756929e,18–22,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,At least 1 open recall reported
Used,2020 Honda Civic Sport," 35,445 mi.","$20,595",8c50467f-fd66-40f4-be7f-f6d01206efbc,29–37,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
,,,,b0a8bc52-af9f-4e9c-94a6-827f473e6495,,,,,,,,
Used,2020 Ford Explorer XLT," 60,698 mi.","$29,395",f0e295b1-637f-45e2-af2d-fa75e969cc5a,20–27,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2020 Ford Escape SE," 66,930 mi.","$17,995",7f2cf2f1-b3e0-4567-a0e0-acebeac4572a,26–31,All-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,At least 1 open recall reported
Used,2018 Ford EcoSport SES," 58,670 mi.","$17,295",fe97548e-7df0-4f07-b61e-642599d2150f,23–29,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2021 Ford F-150 Lariat," 26,458 mi.","$46,885",5f03d35f-3801-4f49-b36e-a862443cdad5,19–24,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2020 Ford Edge SEL," 41,386 mi.","$25,995",b1833555-1a85-4b38-b60b-4a30ba0f214e,21–28,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Ford Edge ST," 22,189 mi.","$32,595",9bc8a2d7-19e6-431c-8939-888c15ef95e9,19–26,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2017 Jeep Grand Cherokee Summit," 94,102 mi.","$25,023",a2f34d52-84b1-4d5c-bc02-b5bd002b4f37,13–22,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2016 Chevrolet Silverado 1500 2LT," 100,092 mi.","$24,016",4d88b747-6d34-4679-8deb-a5901c0db23e,17–22,Four-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2020 Chrysler Pacifica Limited," 70,939 mi.","$27,295",37c022ca-2834-4e19-be2c-9e967d9afa40,19–28,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2020 Ford Escape SE," 68,341 mi.","$19,495",dc3f6de4-33a0-4492-9491-1f9b315e59f9,26–31,All-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,At least 1 open recall reported
Used,2021 Ford Escape Titanium," 35,628 mi.","$22,995",632de884-5e20-4198-af2c-e5c13a6122d5,23–31,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,
Used,2021 Nissan Versa 1.6 SV," 63,611 mi.","$15,595",d5ef763d-418c-4087-87f7-8f8efcd0147e,32–40,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2022 Nissan Sentra SV," 33,782 mi.","$20,395",5f4e150c-cc6b-41ba-b138-4a57298753cf,29–39,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,At least 1 open recall reported
Used,2004 Mercury Grand Marquis GS," 88,266 mi.","$5,995",0a6da097-7d81-4153-8246-ca90d71c15c0,17–25,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,Yes,
Used,2021 Jeep Grand Cherokee Limited," 64,570 mi.","$28,895",ed4011f0-7a54-4db4-936c-93f27558cb40,18–25,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2020 Ford Explorer XLT," 37,654 mi.","$30,580",d6fc4d3b-a7b7-4b82-a02e-4d3b83ff1b47,20–27,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Ford F-350 Platinum," 75,844 mi.","$57,647",aab0f9dc-bf47-4d47-a144-2b0162868adb,"0–0

",Four-wheel Drive ,Diesel ,At least 1 accident or damage reported,Yes,No,Yes,At least 1 open recall reported
Used,2020 Nissan Rogue Sport SL," 20,403 mi.","$23,790",cb95aff0-49a7-4b90-aa5c-086c046fb0d7,24–30,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Ford F-150 XLT," 43,436 mi.","$40,850",e4b6941e-c20b-4246-ae88-e3f48c19741f,"22


",Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
